id,label,node,lat,lon,in,out
11872,11872,11872,39.7533416748047,116.374740600586,1,0
11873,11873,11873,39.7972869873047,116.506576538086,2,0
11874,11874,11874,39.8302459716797,116.454391479492,4,3
11875,11875,11875,39.7203826904297,116.344528198242,3,4
11876,11876,11876,40.1255035400391,116.410446166992,2,1
11877,11877,11877,39.9291229248047,116.47224426269501,13,14
11878,11878,11878,39.9510955810547,116.31843566894501,5,8
11879,11879,11879,39.9181365966797,116.15364074707001,1,3
11880,11880,11880,40.1062774658203,116.54777526855499,0,3
11881,11881,11881,40.1062774658203,116.32804870605499,1,1
11882,11882,11882,40.0074005126953,116.40495300292999,5,6
11883,11883,11883,40.0843048095703,116.37199401855499,0,2
11884,11884,11884,40.1282501220703,116.41593933105499,1,1
11885,11885,11885,40.0074005126953,116.47087097167999,1,2
11886,11886,11886,40.0897979736328,116.35002136230499,43,28
11887,11887,11887,40.0074005126953,116.28410339355499,15,22
11888,11888,11888,40.0733184814453,116.36100769042999,37,14
11889,11889,11889,40.0183868408203,116.31706237792999,3,1
11890,11890,11890,40.0060272216797,116.380233764648,2,3
11891,11891,11891,40.0939178466797,116.292343139648,5,7
11892,11892,11892,39.8082733154297,116.194839477539,1,2
11893,11893,11893,39.8192596435547,116.271743774414,1,0
11894,11894,11894,40.0884246826172,116.281356811523,0,1
11895,11895,11895,39.8494720458984,116.181106567383,1,1
11896,11896,11896,39.7890472412109,116.495590209961,2,1
11897,11897,11897,39.9758148193359,116.352767944336,15,18
11898,11898,11898,39.9030303955078,116.115188598633,1,1
11899,11899,11899,39.9552154541016,116.42829895019501,2,4
11900,11900,11900,39.7560882568359,116.270370483398,1,1
11901,11901,11901,39.7890472412109,116.347274780273,0,1
11902,11902,11902,39.8920440673828,116.667251586914,6,3
11903,11903,11903,39.8810577392578,116.458511352539,5,3
11904,11904,11904,39.9250030517578,116.590347290039,1,3
11905,11905,11905,39.9469757080078,116.656265258789,1,2
11906,11906,11906,40.1337432861328,116.436538696289,0,1
11907,11907,11907,40.0238800048828,116.326675415039,1,0
11908,11908,11908,40.0897979736328,116.304702758789,11,2
11909,11909,11909,39.9744415283203,116.413192749023,8,10
11910,11910,11910,39.9634552001953,116.490097045898,6,9
11911,11911,11911,39.9195098876953,116.621932983398,5,5
11912,11912,11912,39.7986602783203,116.588973999023,4,1
11913,11913,11913,39.9607086181641,116.266250610352,1,0
11914,11914,11914,39.9716949462891,116.409072875977,11,16
11915,11915,11915,39.8755645751953,116.226425170898,2,3
11916,11916,11916,39.8659515380859,116.66862487792999,3,0
11917,11917,11917,40.0074005126953,116.48185729980499,3,2
11918,11918,11918,39.9277496337891,116.64665222167999,0,1
11919,11919,11919,39.7904205322266,116.52717590332001,9,20
11920,11920,11920,39.9181365966797,116.16325378417999,0,4
11921,11921,11921,39.9401092529297,116.44889831542999,6,3
11922,11922,11922,39.9620819091797,116.29508972167999,5,2
11923,11923,11923,39.8961639404297,116.31706237792999,0,3
11924,11924,11924,39.9071502685547,116.444778442383,5,11
11925,11925,11925,39.8082733154297,116.192092895508,1,1
11926,11926,11926,39.8220062255859,116.348648071289,3,5
11927,11927,11927,39.7451019287109,116.381607055664,1,2
11928,11928,11928,39.9098968505859,116.612319946289,11,6
11929,11929,11929,39.9538421630859,116.304702758789,6,2
11930,11930,11930,39.6132659912109,116.425552368164,1,0
11931,11931,11931,40.1049041748047,116.392593383789,1,0
11932,11932,11932,39.8069000244141,116.410446166992,0,4
11933,11933,11933,39.9263763427734,116.442031860352,7,10
11934,11934,11934,39.8274993896484,116.29508972167999,5,4
11935,11935,11935,39.8838043212891,116.30744934082001,14,8
11936,11936,11936,39.9373626708984,116.18522644042999,0,3
11937,11937,11937,39.8082733154297,116.343154907227,1,0
11938,11938,11938,39.9318695068359,116.422805786133,4,3
11939,11939,11939,39.8659515380859,116.576614379883,1,0
11940,11940,11940,39.9950408935547,116.354141235352,2,1
11941,11941,11941,39.9428558349609,116.345901489258,1,4
11942,11942,11942,39.9922943115234,116.61369323730499,1,0
11943,11943,11943,39.7231292724609,116.126174926758,0,1
11944,11944,11944,39.7437286376953,116.65901184082001,2,0
11945,11945,11945,40.0444793701172,116.286849975586,6,17
11946,11946,11946,39.8961639404297,116.606826782227,1,4
11947,11947,11947,40.0815582275391,116.234664916992,4,2
11948,11948,11948,40.0266265869141,116.311569213867,15,4
11949,11949,11949,40.1145172119141,116.663131713867,0,1
11950,11950,11950,40.1035308837891,116.432418823242,2,0
11951,11951,11951,40.0046539306641,116.465377807617,16,14
11952,11952,11952,40.0595855712891,116.124801635742,1,0
11953,11953,11953,40.0815582275391,116.322555541992,0,2
11954,11954,11954,40.2243804931641,116.421432495117,0,1
11955,11955,11955,39.8426055908203,116.370620727539,5,3
11956,11956,11956,39.8535919189453,116.337661743164,3,3
11957,11957,11957,39.9195098876953,116.491470336914,21,19
11958,11958,11958,39.9304962158203,116.458511352539,2,3
11959,11959,11959,39.8645782470703,116.480484008789,7,9
11960,11960,11960,39.9085235595703,116.436538696289,113,67
11961,11961,11961,39.7657012939453,116.689224243164,1,0
11962,11962,11962,39.8316192626953,116.667251586914,1,2
11963,11963,11963,39.8206329345703,116.524429321289,3,5
11964,11964,11964,39.9744415283203,116.502456665039,2,1
11965,11965,11965,39.7602081298828,116.45988464355499,1,0
11966,11966,11966,39.9909210205078,116.44889831542999,2,2
11967,11967,11967,39.9250030517578,116.55876159667999,2,1
11968,11968,11968,39.8288726806641,116.588973999023,4,3
11969,11969,11969,39.9030303955078,116.71257019042999,0,2
11970,11970,11970,39.7492218017578,116.176986694336,1,0
11971,11971,11971,39.9208831787109,116.245651245117,0,1
11972,11972,11972,39.8934173583984,116.45027160644501,13,7
11973,11973,11973,39.7505950927734,116.19758605957001,1,0
11974,11974,11974,39.7835540771484,116.34040832519501,4,2
11975,11975,11975,39.9112701416016,116.550521850586,13,8
11976,11976,11976,39.9442291259766,116.100082397461,5,6
11977,11977,11977,39.8783111572266,116.649398803711,0,2
11978,11978,11978,39.9662017822266,116.385726928711,3,5
11979,11979,11979,39.8563385009766,116.363754272461,1,0
11980,11980,11980,39.8055267333984,116.36238098144501,1,0
11981,11981,11981,39.9785614013672,116.435165405273,51,23
11982,11982,11982,39.9346160888672,116.303329467773,19,25
11983,11983,11983,39.8906707763672,116.171493530273,1,0
11984,11984,11984,40.1598358154297,116.21955871582001,2,0
11985,11985,11985,39.9744415283203,116.451644897461,5,7
11986,11986,11986,40.0444793701172,116.509323120117,0,1
11987,11987,11987,40.0225067138672,116.37199401855499,0,2
11988,11988,11988,40.1145172119141,116.64802551269501,0,3
11989,11989,11989,39.8110198974609,116.50382995605499,2,7
11990,11990,11990,40.0183868408203,116.590347290039,0,1
11991,11991,11991,40.0376129150391,116.17561340332001,1,0
11992,11992,11992,39.8137664794922,116.47224426269501,1,0
11993,11993,11993,39.8728179931641,116.697463989258,1,2
11994,11994,11994,39.9428558349609,116.433792114258,32,14
11995,11995,11995,39.8041534423828,116.453018188477,12,7
11996,11996,11996,39.7629547119141,116.367874145508,1,2
11997,11997,11997,39.8069000244141,116.499710083008,1,1
11998,11998,11998,39.9277496337891,116.268997192383,1,0
11999,11999,11999,40.0032806396484,116.370620727539,1,2
12000,12000,12000,40.0472259521484,116.502456665039,0,1
12001,12001,12001,40.1309967041016,116.620559692383,1,3
12002,12002,12002,39.9236297607422,116.535415649414,0,2
12003,12003,12003,39.8796844482422,116.403579711914,2,2
12004,12004,12004,39.9016571044922,116.117935180664,3,3
12005,12005,12005,40.1900482177734,116.641159057617,1,0
12006,12006,12006,39.8824310302734,116.341781616211,6,9
12007,12007,12007,39.9373626708984,116.506576538086,1,4
12008,12008,12008,39.7986602783203,116.378860473633,1,2
12009,12009,12009,39.8645782470703,116.356887817383,9,5
12010,12010,12010,39.9964141845703,116.312942504883,2,10
12011,12011,12011,39.7492218017578,116.32942199707001,2,0
12012,12012,12012,40.1131439208984,116.22917175292999,0,1
12013,12013,12013,40.0060272216797,116.321182250977,5,6
12014,12014,12014,39.8645782470703,116.300582885742,5,2
12015,12015,12015,39.7876739501953,116.421432495117,24,51
12016,12016,12016,39.9044036865234,116.556015014648,1,1
12017,12017,12017,39.8316192626953,116.289596557617,3,4
12018,12018,12018,39.7986602783203,116.278610229492,4,4
12019,12019,12019,39.8206329345703,116.432418823242,2,3
12020,12020,12020,39.8165130615234,116.292343139648,13,13
12021,12021,12021,40.1447296142578,116.85676574707001,1,0
12022,12022,12022,39.8096466064453,116.135787963867,0,1
12023,12023,12023,40.1021575927734,116.473617553711,1,1
12024,12024,12024,39.6901702880859,116.30607604980499,1,2
12025,12025,12025,39.9634552001953,116.304702758789,5,6
12026,12026,12026,39.8920440673828,116.380233764648,10,13
12027,12027,12027,39.7602081298828,116.336288452148,1,2
12028,12028,12028,39.9332427978516,116.562881469727,1,2
12029,12029,12029,39.7794342041016,116.321182250977,4,1
12030,12030,12030,39.8700714111328,116.665878295898,3,2
12031,12031,12031,39.9140167236328,116.094589233398,1,0
12032,12032,12032,39.9071502685547,116.440658569336,11,12
12033,12033,12033,39.8577117919922,116.385726928711,8,7
12034,12034,12034,39.9565887451172,116.308822631836,13,9
12035,12035,12035,39.8906707763672,116.330795288086,7,2
12036,12036,12036,39.9346160888672,116.198959350586,3,8
12037,12037,12037,39.9510955810547,116.297836303711,2,7
12038,12038,12038,39.8412322998047,116.319808959961,10,13
12039,12039,12039,39.9291229248047,116.583480834961,5,5
12040,12040,12040,39.8851776123047,116.451644897461,8,5
12041,12041,12041,39.8082733154297,116.572494506836,2,3
12042,12042,12042,39.8137664794922,116.18522644042999,3,1
12043,12043,12043,39.9675750732422,116.345901489258,44,50
12044,12044,12044,39.6709442138672,116.356887817383,1,1
12045,12045,12045,39.9565887451172,116.422805786133,8,5
12046,12046,12046,39.8604583740234,116.282730102539,15,15
12047,12047,12047,39.9373626708984,116.403579711914,2,1
12048,12048,12048,39.9153900146484,116.117935180664,4,2
12049,12049,12049,40.0005340576172,116.755142211914,0,1
12050,12050,12050,40.0225067138672,116.337661743164,1,0
12051,12051,12051,39.6915435791016,116.542282104492,0,1
12052,12052,12052,39.7794342041016,116.278610229492,2,2
12053,12053,12053,39.9442291259766,116.597213745117,2,0
12054,12054,12054,39.9208831787109,116.321182250977,11,3
12055,12055,12055,39.9538421630859,116.37199401855499,18,18
12056,12056,12056,39.7684478759766,116.57112121582001,3,7
12057,12057,12057,39.9098968505859,116.67961120605499,2,3
12058,12058,12058,39.7492218017578,116.34040832519501,1,1
12059,12059,12059,39.8824310302734,116.345901489258,13,6
12060,12060,12060,39.8041534423828,116.50520324707001,55,27
12061,12061,12061,39.8055267333984,116.576614379883,5,2
12062,12062,12062,39.8027801513672,116.376113891602,7,5
12063,12063,12063,39.8151397705078,116.36238098144501,4,3
12064,12064,12064,39.9565887451172,116.134414672852,0,1
12065,12065,12065,39.9346160888672,116.420059204102,1,2
12066,12066,12066,39.9991607666016,116.194839477539,1,1
12067,12067,12067,39.7025299072266,116.381607055664,0,4
12068,12068,12068,39.7354888916016,116.106948852539,1,0
12069,12069,12069,39.8783111572266,116.665878295898,6,5
12070,12070,12070,39.7547149658203,116.29508972167999,0,2
12071,12071,12071,39.9002838134766,116.512069702148,3,2
12072,12072,12072,39.8206329345703,116.14128112792999,7,7
12073,12073,12073,39.8563385009766,116.380233764648,0,2
12074,12074,12074,39.6558380126953,116.10832214355499,2,0
12075,12075,12075,39.8645782470703,116.71257019042999,2,0
12076,12076,12076,39.8645782470703,116.506576538086,0,4
12077,12077,12077,39.7657012939453,116.319808959961,0,1
12078,12078,12078,39.8316192626953,116.341781616211,0,3
12079,12079,12079,39.8975372314453,116.539535522461,7,3
12080,12080,12080,40.1227569580078,116.619186401367,0,1
12081,12081,12081,39.8769378662109,116.43928527832001,4,7
12082,12082,12082,39.8989105224609,116.15364074707001,0,2
12083,12083,12083,39.9716949462891,116.363754272461,16,5
12084,12084,12084,39.9277496337891,116.231918334961,0,1
12085,12085,12085,39.7643280029297,116.336288452148,1,0
12086,12086,12086,39.9291229248047,116.545028686523,0,1
12087,12087,12087,39.7753143310547,116.523056030273,1,1
12088,12088,12088,39.9510955810547,116.698837280273,0,1
12089,12089,12089,39.8302459716797,116.358261108398,0,1
12090,12090,12090,39.9620819091797,116.506576538086,1,6
12091,12091,12091,39.9071502685547,116.341781616211,0,2
12092,12092,12092,39.7533416748047,116.583480834961,1,1
12093,12093,12093,40.0389862060547,116.53678894042999,1,2
12094,12094,12094,39.8371124267578,116.43791198730499,12,10
12095,12095,12095,39.8041534423828,116.44889831542999,2,1
12096,12096,12096,39.8700714111328,116.42692565917999,6,11
12097,12097,12097,39.9469757080078,116.28410339355499,1,4
12098,12098,12098,39.9250030517578,116.35002136230499,37,41
12099,12099,12099,39.9140167236328,116.29508972167999,15,15
12100,12100,12100,39.8590850830078,116.37199401855499,7,1
12101,12101,12101,39.8480987548828,116.40495300292999,18,23
12102,12102,12102,39.8920440673828,116.44889831542999,14,12
12103,12103,12103,39.8810577392578,116.48185729980499,8,29
12104,12104,12104,39.9291229248047,116.366500854492,11,8
12105,12105,12105,39.9181365966797,116.509323120117,8,4
12106,12106,12106,40.0760650634766,116.41731262207001,1,0
12107,12107,12107,40.0980377197266,116.70295715332001,0,1
12108,12108,12108,39.8412322998047,116.41731262207001,10,5
12109,12109,12109,39.7972869873047,116.28547668457001,8,6
12110,12110,12110,39.9291229248047,116.68098449707001,2,1
12111,12111,12111,40.0980377197266,116.418685913086,0,2
12112,12112,12112,39.9442291259766,116.279983520508,7,5
12113,12113,12113,39.8233795166016,116.181106567383,1,0
12114,12114,12114,39.9195098876953,116.409072875977,1,1
12115,12115,12115,39.8096466064453,116.518936157227,0,1
12116,12116,12116,39.7464752197266,116.653518676758,0,1
12117,12117,12117,39.8961639404297,116.205825805664,5,7
12118,12118,12118,39.8082733154297,116.469497680664,0,1
12119,12119,12119,39.8632049560547,116.304702758789,1,0
12120,12120,12120,40.1982879638672,116.72355651855499,1,0
12121,12121,12121,40.1213836669922,116.25114440917999,12,14
12122,12122,12122,40.0994110107422,116.40495300292999,1,0
12123,12123,12123,40.0774383544922,116.29508972167999,2,4
12124,12124,12124,40.0664520263672,116.41593933105499,5,6
12125,12125,12125,40.0884246826172,116.35002136230499,1,0
12126,12126,12126,40.0334930419922,116.33903503417999,2,5
12127,12127,12127,40.0774383544922,116.55876159667999,1,1
12128,12128,12128,40.0225067138672,116.28410339355499,2,2
12129,12129,12129,40.0115203857422,116.58073425292999,5,4
12130,12130,12130,39.8700714111328,116.642532348633,0,1
12131,12131,12131,39.9428558349609,116.398086547852,1,0
12132,12132,12132,39.7931671142578,116.16325378417999,2,1
12133,12133,12133,39.8288726806641,116.47087097167999,1,1
12134,12134,12134,39.8700714111328,116.707077026367,8,0
12135,12135,12135,39.9469757080078,116.300582885742,0,2
12136,12136,12136,39.7162628173828,116.465377807617,0,1
12137,12137,12137,40.0046539306641,116.336288452148,1,1
12138,12138,12138,40.0705718994141,116.358261108398,1,2
12139,12139,12139,39.9195098876953,116.588973999023,10,5
12140,12140,12140,39.9085235595703,116.731796264648,0,1
12141,12141,12141,39.8618316650391,116.178359985352,0,1
12142,12142,12142,39.9057769775391,116.485977172852,0,3
12143,12143,12143,39.9208831787109,116.26213073730499,5,1
12144,12144,12144,39.7959136962891,116.156387329102,0,1
12145,12145,12145,40.0513458251953,116.40495300292999,1,0
12146,12146,12146,39.8618316650391,116.28410339355499,5,4
12147,12147,12147,39.9167633056641,116.33903503417999,8,13
12148,12148,12148,39.7313690185547,116.55876159667999,2,0
12149,12149,12149,39.9607086181641,116.47087097167999,1,0
12150,12150,12150,39.7643280029297,116.63566589355499,1,0
12151,12151,12151,39.8274993896484,116.77848815917999,1,0
12152,12152,12152,40.0650787353516,116.354141235352,5,6
12153,12153,12153,39.9318695068359,116.425552368164,9,9
12154,12154,12154,39.9758148193359,116.557388305664,1,0
12155,12155,12155,40.2230072021484,116.632919311523,3,0
12156,12156,12156,40.2120208740234,116.248397827148,0,1
12157,12157,12157,40.0279998779297,116.458511352539,1,1
12158,12158,12158,39.8508453369141,116.443405151367,35,22
12159,12159,12159,39.7409820556641,116.333541870117,1,2
12160,12160,12160,39.8288726806641,116.597213745117,1,3
12161,12161,12161,39.9373626708984,116.112442016602,1,0
12162,12162,12162,39.8563385009766,116.532669067383,0,2
12163,12163,12163,39.8934173583984,116.244277954102,0,1
12164,12164,12164,39.9263763427734,116.31706237792999,26,24
12165,12165,12165,39.8398590087891,116.27449035644501,0,1
12166,12166,12166,40.0005340576172,116.429672241211,1,11
12167,12167,12167,39.9510955810547,116.299209594727,8,6
12168,12168,12168,39.9098968505859,116.367874145508,8,6
12169,12169,12169,39.9730682373047,116.233291625977,2,1
12170,12170,12170,39.8741912841797,116.420059204102,3,2
12171,12171,12171,39.8989105224609,116.510696411133,3,3
12172,12172,12172,39.9373626708984,116.45988464355499,0,2
12173,12173,12173,39.8178863525391,116.56013488769501,3,2
12174,12174,12174,39.9826812744141,116.35139465332001,0,1
12175,12175,12175,39.9030303955078,116.37199401855499,1,5
12176,12176,12176,39.8947906494141,116.687850952148,3,3
12177,12177,12177,39.8480987548828,116.53678894042999,9,12
12178,12178,12178,39.9359893798828,116.27311706542999,0,1
12179,12179,12179,39.8838043212891,116.610946655273,1,0
12180,12180,12180,39.9428558349609,116.432418823242,20,9
12181,12181,12181,39.8879241943359,116.487350463867,30,13
12182,12182,12182,39.9868011474609,116.300582885742,6,3
12183,12183,12183,39.9140167236328,116.484603881836,6,10
12184,12184,12184,39.9359893798828,116.418685913086,3,7
12185,12185,12185,39.9579620361328,116.264877319336,1,2
12186,12186,12186,39.7931671142578,116.583480834961,1,0
12187,12187,12187,39.8824310302734,116.49421691894501,3,2
12188,12188,12188,39.9263763427734,116.36238098144501,5,12
12189,12189,12189,39.9483489990234,116.29646301269501,4,3
12190,12190,12190,39.8892974853516,116.693344116211,1,3
12191,12191,12191,39.8123931884766,116.462631225586,1,4
12192,12192,12192,39.8947906494141,116.376113891602,13,10
12193,12193,12193,39.7299957275391,116.343154907227,4,6
12194,12194,12194,39.7629547119141,116.332168579102,19,55
12195,12195,12195,39.8947906494141,116.464004516602,12,14
12196,12196,12196,39.7080230712891,116.584854125977,4,8
12197,12197,12197,39.9277496337891,116.365127563477,14,6
12198,12198,12198,39.8398590087891,116.365127563477,8,6
12199,12199,12199,39.9826812744141,116.464004516602,3,3
12200,12200,12200,39.9277496337891,116.628799438477,1,0
12201,12201,12201,39.9826812744141,116.376113891602,8,12
12202,12202,12202,39.8769378662109,116.676864624023,0,2
12203,12203,12203,39.8796844482422,116.391220092773,3,3
12204,12204,12204,39.7698211669922,116.545028686523,17,3
12205,12205,12205,39.9016571044922,116.676864624023,2,1
12206,12206,12206,39.9346160888672,116.402206420898,0,1
12207,12207,12207,39.6338653564453,116.084976196289,1,0
12208,12208,12208,39.7698211669922,116.528549194336,7,2
12209,12209,12209,39.9895477294922,116.484603881836,2,3
12210,12210,12210,39.8824310302734,116.474990844727,5,3
12211,12211,12211,39.7286224365234,116.496963500977,1,0
12212,12212,12212,39.8494720458984,116.376113891602,4,9
12213,12213,12213,39.9044036865234,116.321182250977,11,12
12214,12214,12214,39.9373626708984,116.288223266602,3,10
12215,12215,12215,39.9703216552734,116.299209594727,1,0
12216,12216,12216,39.9483489990234,116.277236938477,0,1
12217,12217,12217,39.9153900146484,116.266250610352,3,3
12218,12218,12218,39.8824310302734,116.299209594727,27,13
12219,12219,12219,39.8055267333984,116.156387329102,8,0
12220,12220,12220,39.9236297607422,116.344528198242,17,13
12221,12221,12221,39.9304962158203,116.26213073730499,2,3
12222,12222,12222,39.7588348388672,116.553268432617,5,5
12223,12223,12223,39.8247528076172,116.531295776367,0,1
12224,12224,12224,39.9895477294922,116.322555541992,5,18
12225,12225,12225,39.7148895263672,116.421432495117,1,0
12226,12226,12226,39.6709442138672,116.289596557617,0,1
12227,12227,12227,39.8796844482422,116.212692260742,0,1
12228,12228,12228,39.7808074951172,116.399459838867,2,0
12229,12229,12229,39.8467254638672,116.42829895019501,324,89
12230,12230,12230,40.1145172119141,116.27311706542999,0,1
12231,12231,12231,40.0595855712891,116.176986694336,0,2
12232,12232,12232,39.8069000244141,116.400833129883,16,22
12233,12233,12233,39.7959136962891,116.323928833008,0,2
12234,12234,12234,39.9030303955078,116.409072875977,3,2
12235,12235,12235,39.9167633056641,116.598587036133,4,6
12236,12236,12236,39.9607086181641,116.466751098633,3,8
12237,12237,12237,39.8151397705078,116.145401000977,1,0
12238,12238,12238,39.9662017822266,116.455764770508,9,10
12239,12239,12239,39.9359893798828,116.134414672852,1,0
12240,12240,12240,39.9785614013672,116.359634399414,7,8
12241,12241,12241,39.9016571044922,116.458511352539,1,1
12242,12242,12242,40.0540924072266,116.29508972167999,1,0
12243,12243,12243,40.0032806396484,116.377487182617,0,1
12244,12244,12244,39.8824310302734,116.242904663086,6,7
12245,12245,12245,39.9263763427734,116.111068725586,0,2
12246,12246,12246,39.7835540771484,116.495590209961,30,13
12247,12247,12247,39.9510955810547,116.43791198730499,2,1
12248,12248,12248,39.8645782470703,116.697463989258,2,0
12249,12249,12249,39.9854278564453,116.334915161133,12,12
12250,12250,12250,39.8206329345703,116.565628051758,1,1
12251,12251,12251,39.9085235595703,116.301956176758,10,14
12252,12252,12252,39.6668243408203,116.323928833008,2,2
12253,12253,12253,40.2257537841797,116.244277954102,0,1
12254,12254,12254,40.0211334228516,116.480484008789,0,1
12255,12255,12255,40.0650787353516,116.348648071289,3,1
12256,12256,12256,39.9195098876953,116.564254760742,11,13
12257,12257,12257,39.7547149658203,116.311569213867,2,0
12258,12258,12258,39.7725677490234,116.501083374023,2,3
12259,12259,12259,40.0472259521484,116.330795288086,6,2
12260,12260,12260,40.0032806396484,116.286849975586,6,12
12261,12261,12261,40.0472259521484,116.418685913086,0,7
12262,12262,12262,40.0142669677734,116.539535522461,1,0
12263,12263,12263,40.0582122802734,116.495590209961,4,2
12264,12264,12264,40.1131439208984,116.660385131836,2,1
12265,12265,12265,40.0252532958984,116.308822631836,1,0
12266,12266,12266,40.0032806396484,116.462631225586,5,3
12267,12267,12267,40.0911712646484,116.550521850586,0,2
12268,12268,12268,40.0582122802734,116.407699584961,1,2
12269,12269,12269,40.1570892333984,116.297836303711,1,0
12270,12270,12270,39.8769378662109,116.693344116211,1,3
12271,12271,12271,39.9579620361328,116.46125793457001,8,4
12272,12272,12272,39.7986602783203,116.370620727539,0,1
12273,12273,12273,39.9304962158203,116.326675415039,6,6
12274,12274,12274,39.9964141845703,116.304702758789,1,0
12275,12275,12275,39.8590850830078,116.380233764648,8,8
12276,12276,12276,39.9140167236328,116.435165405273,15,10
12277,12277,12277,39.8892974853516,116.332168579102,2,3
12278,12278,12278,39.8673248291016,116.485977172852,5,7
12279,12279,12279,39.9909210205078,116.336288452148,3,5
12280,12280,12280,39.9359893798828,116.192092895508,3,5
12281,12281,12281,39.9332427978516,116.45988464355499,9,20
12282,12282,12282,39.8673248291016,116.26213073730499,0,1
12283,12283,12283,39.9126434326172,116.64665222167999,1,3
12284,12284,12284,39.9346160888672,116.22917175292999,0,1
12285,12285,12285,39.9346160888672,116.367874145508,3,4
12286,12286,12286,39.8027801513672,116.148147583008,0,1
12287,12287,12287,39.9236297607422,116.510696411133,1,2
12288,12288,12288,39.9263763427734,116.161880493164,11,17
12289,12289,12289,39.9153900146484,116.392593383789,0,1
12290,12290,12290,39.6627044677734,116.073989868164,0,1
12291,12291,12291,39.8824310302734,116.293716430664,1,0
12292,12292,12292,40.0746917724609,116.182479858398,0,1
12293,12293,12293,40.0444793701172,116.590347290039,1,0
12294,12294,12294,40.0225067138672,116.436538696289,1,1
12295,12295,12295,39.8014068603516,116.333541870117,4,1
12296,12296,12296,39.8783111572266,116.234664916992,2,0
12297,12297,12297,39.7560882568359,116.540908813477,4,4
12298,12298,12298,39.6901702880859,116.343154907227,1,0
12299,12299,12299,39.6791839599609,116.200332641602,0,1
12300,12300,12300,39.9703216552734,116.551895141602,1,0
12301,12301,12301,39.7574615478516,116.32942199707001,5,1
12302,12302,12302,39.9662017822266,116.29646301269501,6,3
12303,12303,12303,39.8590850830078,116.24153137207001,3,0
12304,12304,12304,39.8810577392578,116.39533996582001,12,7
12305,12305,12305,39.9922943115234,116.400833129883,8,7
12306,12306,12306,39.9126434326172,116.453018188477,10,10
12307,12307,12307,39.9208831787109,116.19621276855499,3,0
12308,12308,12308,39.9236297607422,116.376113891602,3,1
12309,12309,12309,39.7711944580078,116.50520324707001,1,1
12310,12310,12310,39.9002838134766,116.282730102539,8,14
12311,12311,12311,39.8892974853516,116.425552368164,5,5
12312,12312,12312,39.8673248291016,116.271743774414,3,4
12313,12313,12313,39.8453521728516,116.557388305664,1,1
12314,12314,12314,39.8233795166016,116.403579711914,1,5
12315,12315,12315,39.8824310302734,116.540908813477,3,1
12316,12316,12316,39.8343658447266,116.260757446289,1,0
12317,12317,12317,39.9442291259766,116.435165405273,5,3
12318,12318,12318,39.9112701416016,116.64802551269501,0,1
12319,12319,12319,39.9414825439453,116.079483032227,1,0
12320,12320,12320,39.8975372314453,116.638412475586,1,1
12321,12321,12321,39.9964141845703,116.451644897461,17,24
12322,12322,12322,39.9524688720703,116.583480834961,1,0
12323,12323,12323,39.9414825439453,116.506576538086,1,1
12324,12324,12324,39.9098968505859,116.10969543457001,2,3
12325,12325,12325,39.6572113037109,116.12068176269501,1,2
12326,12326,12326,39.8329925537109,116.64802551269501,4,2
12327,12327,12327,39.9716949462891,116.462631225586,0,1
12328,12328,12328,39.7615814208984,116.28410339355499,0,1
12329,12329,12329,39.9950408935547,116.468124389648,25,19
12330,12330,12330,39.9401092529297,116.523056030273,2,3
12331,12331,12331,39.8632049560547,116.424179077148,8,1
12332,12332,12332,40.2422332763672,116.400833129883,1,0
12333,12333,12333,40.0994110107422,116.30744934082001,8,3
12334,12334,12334,39.9071502685547,116.242904663086,6,2
12335,12335,12335,39.7533416748047,116.484603881836,6,1
12336,12336,12336,39.9510955810547,116.111068725586,1,1
12337,12337,12337,39.8082733154297,116.495590209961,0,1
12338,12338,12338,40.1268768310547,116.26213073730499,1,1
12339,12339,12339,39.9730682373047,116.487350463867,4,0
12340,12340,12340,39.8741912841797,116.300582885742,2,0
12341,12341,12341,39.9510955810547,116.421432495117,1,4
12342,12342,12342,40.0815582275391,116.35002136230499,2,3
12343,12343,12343,40.0705718994141,116.64665222167999,0,1
12344,12344,12344,40.0376129150391,116.21818542480499,1,1
12345,12345,12345,40.0046539306641,116.58073425292999,1,2
12346,12346,12346,40.0595855712891,116.32804870605499,2,2
12347,12347,12347,40.0046539306641,116.40495300292999,6,6
12348,12348,12348,39.7313690185547,116.34040832519501,7,10
12349,12349,12349,39.9181365966797,116.65901184082001,1,1
12350,12350,12350,40.1364898681641,116.44889831542999,0,1
12351,12351,12351,40.1804351806641,116.31706237792999,0,1
12352,12352,12352,40.0431060791016,116.330795288086,8,8
12353,12353,12353,39.7093963623047,116.36238098144501,2,0
12354,12354,12354,39.8453521728516,116.411819458008,27,24
12355,12355,12355,39.9002838134766,116.686477661133,0,1
12356,12356,12356,39.8316192626953,116.464004516602,3,2
12357,12357,12357,39.9304962158203,116.277236938477,2,5
12358,12358,12358,39.7313690185547,116.161880493164,0,2
12359,12359,12359,39.8961639404297,116.304702758789,2,0
12360,12360,12360,39.8412322998047,116.491470336914,0,2
12361,12361,12361,39.9854278564453,116.35139465332001,0,2
12362,12362,12362,40.1406097412109,116.696090698242,2,1
12363,12363,12363,39.8151397705078,116.488723754883,1,0
12364,12364,12364,39.8371124267578,116.290969848633,12,6
12365,12365,12365,39.9689483642578,116.247024536133,1,1
