start,end,weight
17129,17601,1
12410,11590,1
17190,17429,9
4267,4501,1
11242,10684,1
6623,6412,1
1959,1681,1
11484,12885,1
11600,13664,1
13441,15405,4
16702,16701,4
6795,6797,1
4425,4283,1
20568,20153,1
14250,13641,2
11590,11137,5
15709,15318,3
12348,12740,2
12350,11789,1
10664,10244,3
11468,11280,1
4598,4517,1
11999,11997,7
11515,11514,3
14985,14783,1
17524,17596,1
8513,8239,1
7117,6835,1
15423,15299,1
17124,17221,2
10936,10491,3
16948,17202,3
12549,12331,3
11572,11996,3
12701,13941,2
14347,13965,1
6785,6783,1
21023,20900,1
8403,8097,1
12379,11570,2
6825,7238,1
7434,7433,1
11539,10636,2
13175,13585,2
7490,7188,1
3743,3590,1
11190,12074,12
19218,19091,1
2105,1980,1
6953,6765,5
11907,11481,2
16088,17089,1
17523,17459,1
8400,8956,1
19099,19011,1
13159,13400,3
11695,11615,2
10044,10214,1
12728,12731,1
846,688,1
18906,18558,1
12056,11623,2
14406,14403,10
4470,6062,1
13227,12388,1
16083,16570,3
20155,20074,1
6649,7092,2
13567,13159,1
6058,7402,2
9564,11540,1
13179,13589,2
15403,15833,1
12783,12790,1
11913,12699,3
20146,20061,1
3442,3020,1
18159,18622,1
6173,5926,4
11828,12011,4
15644,15647,5
13224,14249,1
14354,14351,1
14877,14800,3
16349,15968,1
14382,14013,1
8399,8082,2
9420,10197,2
13548,13128,12
15383,15262,2
9779,9423,1
9475,9830,2
7281,7957,1
11860,12256,3
7292,8776,1
14908,14833,2
3225,3060,3
13266,14449,1
9224,9135,2
5065,4768,4
10734,10733,2
11162,11160,1
15201,14871,2
9339,8789,1
16668,16569,1
14400,14011,2
16961,16701,3
4269,3838,1
13069,12826,1
16821,16560,1
13990,13990,1
14480,14411,1
13231,13474,3
3224,2949,2
10527,11854,1
9780,9779,2
15931,16411,6
13194,13006,2
21288,21221,1
5815,5345,1
12804,12231,11
4399,5074,1
10255,11371,2
17001,17096,1
9324,8773,1
18623,18620,2
18381,18232,1
16098,15971,3
3789,3654,1
8455,9008,1
8422,8106,8
15123,14780,1
13633,14014,3
9805,9450,4
15531,15082,2
11478,11289,3
8710,8709,6
12990,12579,1
10303,10302,3
10479,10253,1
16961,16467,2
8080,8080,7
15297,15119,2
11020,10571,2
7585,7068,1
14650,14435,1
12448,11876,6
12351,12176,2
16830,16572,1
15102,14597,1
8352,10003,1
8408,8278,9
18777,18608,2
14436,14433,1
15294,14766,2
9843,9574,1
6442,7281,1
16938,16569,1
15123,14779,1
12634,12025,5
21876,22070,1
13759,13525,3
9836,11578,2
8080,8077,4
16035,15822,3
3001,2824,1
17224,16871,3
12904,14813,1
2245,1909,1
15687,15976,1
4717,4429,1
7611,7286,2
8403,10233,1
11521,12564,1
10311,11186,1
15427,15128,1
13227,12390,1
4000,5015,1
9071,8721,1
15265,14734,2
4404,4047,1
11829,12011,3
9026,9515,1
13607,14748,2
7237,7370,1
6770,6648,1
10637,11965,1
1756,1524,1
6149,6307,2
21527,21220,1
1021,985,1
20918,21043,3
13164,12973,4
22389,22445,1
14003,14231,3
3081,2843,1
11578,12215,1
5187,5880,1
15128,14778,1
22149,21886,1
12432,12044,3
18867,18779,1
12778,12776,7
5212,4930,1
16185,16183,1
16192,16082,2
18691,18902,1
16703,16468,1
12727,12489,1
12945,12704,1
15587,15445,1
11532,11092,1
12778,13026,1
4006,3654,1
7596,8080,7
2767,3039,1
7386,7723,1
15643,16061,1
7407,6954,2
6290,5880,4
4045,3742,1
9048,11047,1
5074,4966,2
16184,16183,3
7375,7065,2
10186,10189,1
12387,12010,2
11577,11578,8
7718,7246,4
11384,10945,1
15427,15299,1
8019,7679,5
8357,8043,1
8756,8269,1
13521,14102,1
5884,6131,1
20989,20736,1
14209,13824,4
10630,10443,3
8408,8280,11
8089,10658,1
21572,21573,1
11117,10674,3
15975,15851,3
7284,7418,3
20573,20153,2
10249,9821,4
4567,5602,1
14961,14749,2
19035,18812,1
22193,22468,1
10690,11136,1
11583,11245,2
12723,12335,5
6865,7076,1
8236,8051,1
13993,14222,1
16474,15997,2
9461,9462,1
10034,10882,2
10047,9799,6
5918,5918,1
7105,6664,2
22018,21907,2
15473,15101,1
14773,14409,1
15680,16446,1
4022,3809,1
13442,13991,3
6083,5644,2
4255,3907,1
16440,16203,2
9120,8421,1
15399,15276,5
4687,4269,6
2989,2817,1
13525,13524,1
5034,4918,1
15969,15975,1
19111,19412,1
9433,9431,3
15965,16094,2
12184,11968,2
18668,18466,1
18158,17971,2
8428,10259,1
13242,12807,2
4345,4000,1
15968,15680,1
16961,16462,1
7381,7059,4
16660,16658,4
8979,8778,5
11605,11849,4
11827,11132,1
11138,10951,1
7427,7967,1
9468,9119,1
6655,6512,1
15881,16002,2
2546,2345,5
18605,18147,1
11028,11279,1
7041,6394,2
17647,17570,2
17679,17681,1
19111,19151,4
11581,12005,1
13819,13417,1
6728,6132,1
8028,7349,1
10235,11105,1
14879,14652,1
16685,17206,1
13831,13188,1
18178,17930,2
16705,17669,1
12282,12079,1
11571,12385,1
18611,18388,1
18399,18398,5
16348,16443,1
2158,1959,1
9640,10203,1
12821,13300,3
18269,18864,1
10673,11998,1
14399,13632,1
488,672,1
13210,13207,3
8600,8388,2
10305,10130,1
15653,15386,1
11530,13177,1
16653,16419,3
17901,17809,2
15784,15754,1
8960,8618,1
6412,6309,1
9796,9087,2
5601,5314,1
3996,5119,1
6746,6746,1
9128,9131,1
6447,6445,1
13235,13045,1
19954,20100,1
16196,16083,8
15416,15416,3
15692,15429,2
15956,16569,1
13441,13197,6
15540,15656,2
13215,14010,2
14587,14360,1
17932,18409,1
11574,10941,2
16945,16447,2
7600,7275,1
19363,19187,1
13995,13842,2
10329,11136,1
20894,20891,3
9414,8921,1
1787,1907,1
16618,16520,1
16648,16649,2
3057,2874,4
9729,10130,2
3839,4052,1
16952,17357,1
16238,16613,3
8515,8711,4
17232,16779,1
15250,14934,3
12778,13215,3
9333,9131,6
9475,9124,4
11786,12357,2
14213,13979,2
16074,16818,1
13956,13163,1
4173,4036,2
7398,7730,2
21668,21669,1
9656,9442,3
14959,14374,2
15667,16196,3
6951,8399,1
13990,13610,1
3751,3370,1
2515,2393,1
10365,11136,1
21111,21050,1
4001,4215,1
7663,7799,1
23205,23138,2
3513,3373,1
12404,12013,1
11564,11238,1
12457,12456,2
12390,13223,1
11458,13287,1
11398,10961,3
10269,10269,1
9139,9136,7
8868,9075,1
11397,11394,1
10219,10046,16
8754,8953,1
20581,20218,1
13407,12728,1
15105,14967,1
7276,6957,1
12000,11569,1
10231,9454,5
4790,4410,1
7774,7773,2
14975,15677,1
13599,13979,8
9292,9084,1
3672,4073,1
10259,10255,2
20367,20276,3
13526,12921,1
15861,15696,9
19025,19105,1
3798,6631,1
11600,11205,3
12769,11982,2
7388,7722,1
8586,9430,1
4218,4136,4
20181,19938,1
1713,1984,1
6394,6135,17
21670,21563,1
6755,7073,1
12239,11689,1
11897,11711,1
18477,18155,2
11090,10637,3
12990,12737,3
17454,17218,1
4453,4733,1
13733,13434,1
8097,7611,3
11177,10992,4
10083,11242,2
13175,13176,3
11679,11715,1
15073,14939,5
18168,18176,1
17524,17847,2
10310,12277,1
16952,17202,2
12386,12384,8
13607,13194,5
7756,7293,2
11110,10659,16
15136,14867,9
4249,4098,1
8411,10918,1
2214,2130,1
1615,1446,2
16933,16834,1
11987,11570,1
16241,16480,1
9469,8975,2
5897,6304,1
10801,10963,2
7265,7076,35
11583,11139,3
15005,14418,2
18174,17984,4
15513,15065,1
19733,19480,2
4169,4249,5
15390,15390,2
1784,1905,1
20106,20019,1
11569,12607,4
8773,8416,3
3083,3081,3
9781,9432,2
8447,8317,1
11134,10506,1
15649,15384,4
11996,12382,1
10253,10671,11
14980,14619,1
21426,22040,1
16085,15830,2
6883,8142,2
21288,21523,1
15709,15595,5
19903,19704,1
16473,16704,3
16431,16661,1
21361,21059,1
3324,3059,1
4172,4035,1
13604,15093,1
5063,5230,2
4042,3967,1
12401,13649,1
14003,13465,2
11392,11139,2
11484,11483,6
12387,12214,4
12785,13222,2
14866,14597,14
11528,10629,2
11557,11354,1
16463,16381,1
18377,18378,1
2571,2791,2
19077,18862,1
5755,5863,1
15099,15668,1
17459,17601,3
12784,13466,1
6866,6641,2
10850,11046,1
10004,11053,1
3768,3307,1
8798,8654,3
13211,12777,2
15287,14761,2
6393,6129,2
6752,6544,3
21566,21254,1
10085,12387,1
10259,9689,3
15946,17079,1
11578,11394,1
12805,12803,2
2707,3324,1
19728,19480,1
20711,20829,1
6174,5924,1
8363,8043,1
4125,3928,1
14411,14408,1
15651,15079,1
7258,7076,1
7556,7363,3
5363,4834,1
11576,14992,1
21534,21232,1
19431,19749,1
10659,11354,1
2781,2489,1
11693,11167,1
8779,9686,1
16073,15654,1
20216,20561,1
19108,19289,1
5048,4932,10
15981,15861,1
10597,11493,1
5013,6131,1
15370,15198,1
11477,11048,1
11020,10391,1
15526,16312,1
11413,12037,1
22795,22708,1
6934,6753,1
13447,13014,1
6139,6610,1
9054,8699,1
16204,16440,5
15550,15405,1
8572,8711,1
12011,11391,1
5884,6132,1
18609,18870,2
12448,11635,1
2335,2135,1
21519,21856,1
8076,8080,4
16108,16215,4
8631,8629,2
15927,16171,2
12700,13940,1
11583,10943,4
11603,12033,3
20381,20379,1
10477,10658,1
12769,13014,2
16683,16845,5
12387,12388,3
7162,7131,1
12723,13163,3
15517,15245,2
15125,14774,2
14802,14484,1
12612,13632,1
12040,12827,1
12325,12160,1
14717,14569,1
15400,15094,14
7715,7245,1
13651,12799,1
12398,12009,1
11333,10892,6
13625,13026,1
15997,16974,1
10666,12202,1
20046,19897,3
16936,16572,1
17149,17011,1
16858,16469,1
8402,8087,1
3355,3088,1
18882,18798,1
9830,11999,1
16234,15999,1
7043,6916,1
13172,14576,1
9828,10671,2
13999,13448,3
15960,15671,14
12134,11726,1
10327,9901,3
11889,12458,1
4759,5230,1
12014,12626,1
3215,3152,1
17656,17430,1
11172,11429,1
16821,16659,1
12731,12348,2
15527,15384,1
9711,11609,1
3353,3872,1
15946,15537,1
10651,10908,2
8098,8096,2
14476,13818,1
17605,17459,1
12394,12003,1
7373,7372,2
13811,13170,5
15664,16332,2
17023,16674,2
13648,13480,2
7421,16691,1
7034,7222,2
17406,17555,1
17842,17841,2
15667,15279,2
6610,6407,1
17223,16973,3
4327,4177,1
17125,16711,1
8118,7776,1
12734,13967,1
15372,15068,1
4436,5884,2
20044,20000,2
15118,15119,1
10632,11772,1
13037,12390,1
15709,15873,3
14934,15372,1
18305,18805,1
10043,10636,2
6725,6398,4
19607,19787,3
7270,7083,7
18369,18155,2
10264,9836,2
18873,18609,1
16821,16569,1
5590,5420,2
9441,9295,1
9807,9806,4
2693,2481,1
11568,11369,5
6404,6405,2
4495,4498,1
12805,12238,3
17371,17224,2
15939,15655,1
15136,15134,2
15807,15639,7
14728,15074,1
13162,13167,1
17416,17075,6
13628,13216,3
6131,5879,3
8990,10500,1
2310,3593,1
12747,12748,2
15962,16089,3
5052,4748,1
6757,7397,1
22185,22031,1
7695,10006,1
16363,16362,1
22135,21916,1
15080,15079,2
11233,10636,1
9828,11996,2
11050,11048,4
10518,12025,1
15082,15259,5
22059,21903,1
12247,11611,1
16823,16658,1
3593,3427,3
9274,8921,1
14905,14832,1
17360,17106,1
11936,12158,2
16219,16457,1
19090,18720,1
14196,14347,11
14129,13469,1
16744,16312,1
11933,11751,1
3354,3265,1
12018,12019,1
2535,2336,2
15689,15855,1
10192,10018,1
14766,14399,1
9864,10296,1
6395,6130,1
18168,18047,3
7427,8102,1
10206,9650,1
14394,14007,3
3224,3049,1
14371,14370,9
15847,15680,2
5047,5048,2
8619,9111,1
11363,11362,2
7738,7398,1
15555,15965,1
4477,4475,2
7158,6799,1
9073,8370,1
11593,10694,3
7729,7390,4
16279,15932,8
8758,8402,1
11583,11393,3
12629,12010,3
11493,10598,8
5203,5315,1
15384,15386,1
10043,9453,1
7241,7051,3
12989,12738,11
21616,21657,2
7729,7396,4
16851,16686,4
12486,11944,1
15069,14719,3
7411,6972,1
9116,10245,1
11546,11348,1
2357,2781,1
7081,7738,2
13866,13220,1
13242,13239,2
7958,7418,3
14239,14014,1
19480,19417,1
3651,3562,2
7611,8766,1
7055,7052,5
15648,15259,1
9131,9133,2
2943,3223,1
12774,14393,1
20218,20378,3
13823,13179,2
15661,15091,1
12506,12060,1
8046,7921,1
19100,18883,1
10027,10200,3
10243,10244,2
9450,8751,1
8648,8440,2
15113,15412,1
12029,12815,1
13760,13759,3
5332,5047,3
13224,12390,1
16968,16609,1
16331,16193,4
17654,17578,4
11487,10786,1
18034,18863,1
16665,16329,1
9413,9413,3
15776,15691,1
6121,6583,1
6132,6392,3
11767,11526,1
2845,4253,1
12514,12923,2
23164,23183,1
14008,14011,1
12835,12259,2
10644,11092,1
6752,6312,1
20718,20481,3
16659,16661,5
6609,6137,1
11499,11743,2
14420,16979,1
11723,11481,2
12901,12506,3
12936,13542,2
10688,10328,1
7075,7261,1
4367,4316,1
14382,14383,4
5919,5722,2
4392,4253,1
19720,19466,2
5645,5250,1
12736,12345,5
9793,10761,1
9077,9079,1
14129,14407,2
12570,11961,1
22409,22207,2
12993,12579,1
18610,18782,1
17459,17458,6
10590,12313,1
16224,16693,1
12936,12311,1
3983,4269,3
4181,4676,7
20835,20717,2
2181,1988,1
17159,17055,1
3769,4559,1
22484,22484,1
10636,11083,2
6141,6298,1
18161,18388,2
11533,11962,2
12331,12549,2
16949,16684,2
15530,15936,2
10044,9649,1
17218,17028,1
8784,9833,1
14407,13633,1
13532,12879,1
11614,13255,1
7763,7771,1
15073,15251,3
9690,9129,1
18354,18264,2
15438,15488,1
16110,15985,1
16417,16649,3
18638,18638,3
16961,16693,2
11982,11800,1
8970,9534,1
7415,8281,2
18718,18597,1
15521,15928,1
15099,14756,2
1491,2125,1
11732,11042,1
9068,11514,1
12306,11729,1
5095,4791,1
8981,8778,2
11110,10241,1
20171,19864,1
11623,11172,2
12803,12634,3
18381,18231,1
17227,16974,1
8762,10067,1
2583,4036,1
4687,4192,1
17122,16711,1
19900,19460,1
19074,19690,2
11345,11098,1
15421,15131,1
11097,11094,11
12839,12262,1
14969,14604,2
11483,11042,1
13037,14780,1
5804,6434,1
13380,14325,1
16415,16174,5
12268,12059,1
12399,12220,1
11987,11565,2
6767,7084,3
15996,16870,1
12799,12012,13
12780,12608,1
6783,6780,3
6438,6436,1
5290,5288,2
12804,12238,2
13968,14198,1
8651,8448,1
9064,8711,1
13619,15559,1
13414,12992,1
9361,9167,1
4330,4586,1
12805,13489,3
3492,3270,2
10918,10358,1
13631,13223,1
13635,13223,2
12002,11819,1
8999,8794,1
12786,14407,1
6445,6447,2
8042,8708,1
13040,13229,6
17460,16974,5
20678,20761,2
8609,8403,4
16178,16413,1
11398,11394,2
12357,11786,1
12355,12358,1
12824,12653,1
17370,17226,1
20315,20187,2
7087,6776,1
7712,7374,2
19465,19177,1
2890,2727,1
10239,11559,1
14362,14584,1
7077,11098,1
15118,14985,2
14821,15613,1
11673,13105,1
6747,6746,1
9816,9317,1
7943,8075,2
5942,5649,1
12310,11913,7
11814,11370,1
18623,19717,1
13100,14533,1
16560,16421,2
15405,14963,1
10036,10206,1
12621,13869,1
13165,13576,7
4362,4139,2
15419,15117,3
11545,11789,9
13640,13469,1
19902,20361,8
9844,9580,2
15084,14950,2
17333,17181,1
7955,10475,1
3705,3619,1
3517,3104,1
7270,6950,7
8538,8151,1
13159,13570,2
15095,15093,2
20354,20437,1
12267,12901,1
16331,15950,2
13401,13161,1
12122,14296,1
13862,13633,3
15400,15096,2
15962,15960,5
6829,6664,1
11484,12312,3
15087,14948,1
5588,5712,4
11590,11833,1
8832,8834,2
2845,4036,1
12021,12804,3
9131,9130,5
10781,11283,1
17202,17438,5
13580,14347,2
20179,19864,1
9221,8585,1
158,147,1
6757,7261,2
15381,15380,4
9828,9681,2
9566,9816,1
15438,15440,1
3749,4047,1
10903,10458,1
16951,16687,1
13632,13476,2
15416,15414,3
17581,17438,1
13214,12784,1
13261,12836,5
16821,16424,2
7379,7378,1
14944,14733,1
15946,15953,1
11219,11901,1
9781,11073,1
16697,16602,1
16696,16472,1
13210,14235,1
4107,3983,2
17367,16971,1
7411,7744,3
8594,8253,1
8049,8048,2
3281,3103,1
4415,5095,1
9824,11566,1
17121,16973,5
18860,18773,1
5063,4948,2
6623,6625,1
11969,11541,3
10066,9669,1
19902,19704,2
7414,7090,2
13400,15060,1
14791,15005,2
16926,16819,1
14801,14437,4
20171,20170,4
8281,7746,1
13170,12732,7
12765,11980,2
10919,10918,2
14511,14342,3
8750,8265,5
16139,16005,1
11507,10866,4
14003,14232,2
19893,19892,5
21866,21818,1
6782,6656,1
14367,13978,1
6929,6743,5
18528,18788,1
16707,16479,1
5636,5539,1
12335,11937,3
15445,16237,3
20285,19914,1
16232,15999,2
12399,12226,1
19219,19090,2
11963,11340,1
12310,11911,3
5881,6029,2
4970,4678,1
11997,11373,6
14383,14384,3
17197,17100,1
17560,17323,1
11570,11567,1
7402,7409,2
2695,2481,2
10839,11478,2
20812,20970,1
9802,9656,1
15114,15680,2
11611,12039,3
5588,6034,2
4928,5041,1
11520,13810,1
7355,7848,1
5649,5250,1
17214,16972,2
3368,3097,2
11578,10684,3
17360,17442,13
7351,7216,2
8270,8080,2
6943,6636,1
10496,11124,2
11341,11782,1
8788,8654,2
18277,18609,3
12834,12437,8
10835,12936,2
4726,4355,1
14478,15059,1
5044,5049,1
21915,21572,1
7946,8078,2
9825,11241,1
21907,21735,1
4243,4380,4
14476,14348,1
6997,7459,1
8117,8992,1
10674,10360,1
4396,4177,1
7508,7060,1
11939,11937,1
9285,9077,2
10246,9818,2
3492,3491,1
13226,14993,1
8359,8043,1
11969,12581,3
20831,20894,1
11515,12723,1
3798,3723,1
8163,8016,1
7089,7088,4
10250,11993,1
16093,16203,4
13216,13461,1
15689,15308,1
12109,12004,1
12576,12357,1
10259,11377,2
7595,8080,1
11778,11533,3
13014,12769,2
1784,1982,5
5807,5718,1
7073,6631,4
7414,7605,6
16098,16677,2
12774,12608,1
13252,12840,1
10458,11091,1
9293,9436,1
6783,6657,6
14798,14798,5
17105,16956,1
4653,5049,2
13229,13869,5
7729,7260,3
18634,18546,1
7712,8371,1
16183,15943,7
9127,9472,3
7047,7043,1
13769,13928,1
650,609,2
12982,12737,1
23286,23317,1
13117,12523,1
16193,16093,1
7734,7089,1
15064,14718,1
15427,15122,7
13826,13594,3
14728,14198,2
3984,4411,1
5306,4912,4
12396,12793,3
6047,6144,7
17111,16688,1
12261,12836,2
11308,11227,2
17222,17668,5
15874,15992,1
12697,11910,1
11579,11380,1
7722,9086,1
6336,6073,2
11556,12368,1
10959,10958,1
4685,4885,1
11583,11394,2
15444,15998,2
16793,16736,1
16318,16185,1
3055,2786,1
16558,16185,1
8401,8269,1
14434,14432,2
14353,14201,4
4218,4221,5
11109,10235,1
13998,13845,1
12029,11153,1
9814,9676,2
19090,18865,2
6950,7398,2
10907,11098,5
16173,16177,2
6899,7026,2
11490,11056,1
6606,6728,1
8882,10532,1
18627,18297,1
11056,10599,6
9445,11090,1
13262,12836,8
7583,7387,1
7280,7090,3
17024,16771,1
16211,16349,2
1959,1885,2
10033,9429,1
13924,14680,1
10245,9828,1
11921,11488,2
10814,11445,1
7084,7086,1
15472,16163,1
18866,18778,1
12357,11783,2
20381,20499,1
3651,3781,2
12727,12340,3
15942,15651,1
15655,15083,1
13461,13212,1
11583,11590,1
523,469,1
8414,8969,1
4218,4219,1
18987,18594,1
10632,11328,1
10059,10231,1
14411,14633,1
14235,14000,1
15967,16095,2
4736,5315,1
15720,15884,1
6778,8096,1
15090,15094,2
15897,16148,1
11972,11970,3
8420,8099,6
9225,9153,2
5285,5866,1
12055,11630,1
8410,8280,2
5612,6159,1
5081,5645,2
1596,1292,1
12048,11860,1
9809,9819,1
20117,19889,1
21107,21229,4
10886,13175,1
13449,15969,1
16966,16964,2
8051,7710,2
12400,12231,1
12244,11611,1
7753,8414,1
20906,21223,1
16771,16450,1
5710,5877,2
17731,18639,1
11518,10875,1
14744,15093,3
19821,19693,1
12906,12454,1
13939,13785,1
6829,6787,1
5915,6958,1
13163,12973,7
7719,7719,5
16314,16312,5
18398,18110,1
8738,10451,1
12208,12383,3
13417,12985,3
10870,11508,4
16177,15936,9
13179,13590,4
12902,14449,4
12411,12025,1
15681,15417,2
16416,15936,1
16102,15850,1
20284,19918,1
13140,12706,2
11854,11691,1
10636,13185,1
16331,16196,5
22018,21873,1
6771,6445,1
19558,19454,1
11968,12181,3
6033,5587,1
20716,20353,1
10590,10845,2
12726,12470,1
14756,15407,1
7083,7946,1
12235,12804,7
12000,12784,2
431,371,1
14246,13635,1
21888,21886,4
11385,11137,2
5539,5366,1
16208,15843,1
12530,12310,1
16463,16475,1
12021,11840,2
10807,11860,1
17857,17787,1
8868,8375,1
14772,14407,2
15101,14866,2
11573,11999,11
13165,13174,1
7949,8399,4
17430,17434,3
4255,4253,1
5347,5626,4
14752,14374,1
13170,14576,1
13037,13470,1
12555,12972,1
5294,6132,1
13474,13641,8
13226,14407,2
17455,17225,2
16417,17170,1
8773,10247,1
11844,12415,1
9122,10080,2
8065,8518,1
8421,8290,4
15079,14582,1
9438,9087,9
14753,14597,5
12357,11973,14
16652,16650,3
9811,10231,1
16202,15843,1
17067,16911,9
6431,6431,6
16612,16477,1
10625,10625,1
13210,12634,1
13806,13579,6
11125,11577,3
9869,9525,5
12039,11616,1
17179,17181,1
11533,11531,4
11981,11554,2
16773,16463,1
21952,22168,2
18202,17956,1
11097,10916,1
15381,14729,1
17202,17098,1
18882,19102,1
1170,1041,1
12576,12348,1
16085,16434,1
12702,12528,2
3578,3626,1
6965,6964,1
11819,12786,1
6136,5774,1
15513,15921,1
11064,11063,2
12782,12395,1
9422,8720,1
9043,9246,1
5867,5762,2
15973,15683,3
13580,13170,1
10463,10905,1
11385,12010,2
4380,4747,1
8791,9839,1
16588,16948,2
12354,12183,5
16976,16974,5
11583,12222,4
11536,12350,5
16362,16230,1
6740,7378,2
17422,17179,1
3340,3164,1
23191,23122,1
18523,18520,1
4125,3998,1
4258,4676,2
15968,15967,2
15376,14725,1
5943,5542,2
5468,5872,1
18277,18523,1
16615,16497,1
13722,13534,2
9461,9316,1
16035,16922,1
10494,10934,1
15368,15921,1
16003,16480,1
9752,11482,2
1786,1986,3
8220,7691,2
2307,3083,1
13040,14253,1
8798,8450,2
16434,15955,1
14338,14511,1
9847,9844,4
15435,15308,1
4492,4258,1
15079,14353,1
12581,12358,1
8241,7922,1
15663,15099,1
14775,14985,1
18867,19003,2
13824,13593,1
11485,11044,6
15081,15082,1
16695,16468,3
13238,15318,1
12273,12067,3
12623,12009,3
8095,8097,2
8150,7807,1
10216,10637,1
17847,18179,2
5671,5753,1
12023,11394,3
8413,8412,2
16084,16432,3
16378,16232,1
5055,5337,2
10933,10259,1
3082,2804,1
21269,22045,1
20062,19714,1
10034,9436,1
12743,12990,5
16469,16237,1
4253,3963,1
12349,11959,1
11566,11116,1
10270,10269,1
3547,3149,1
15064,15062,5
15935,16064,1
11564,12377,2
10254,12384,1
9289,10629,1
13671,12820,1
19110,19028,12
8357,8189,1
18364,18723,1
10882,10624,2
16472,16379,3
16078,15830,1
13048,12630,2
16185,16421,4
12804,12025,3
4218,4134,1
12347,12176,2
13979,15087,13
7182,7101,1
21579,21635,1
13127,12700,1
16571,16334,2
4935,4746,1
14387,15109,1
5644,5643,2
10509,10762,1
9427,9076,5
8567,8360,2
11334,10897,2
5648,5080,1
18533,18234,1
9642,9427,2
8978,11996,1
8395,9662,2
19391,19093,1
15417,14769,2
4996,4995,1
10657,10235,2
8739,8738,1
17189,17428,2
17225,17002,2
9058,8710,1
13187,13428,1
10110,10522,1
15398,15271,5
18534,18388,2
9784,9781,2
13552,13787,1
11960,11330,3
17082,17181,5
12004,13223,1
12789,12003,1
1786,2246,1
14024,14026,1
17177,17510,1
10648,9807,1
6635,6943,1
12797,12221,1
9179,9202,1
3707,3323,1
15091,15392,2
15513,15372,1
11583,11596,1
6447,6655,3
16073,15943,2
6627,6746,1
16721,16621,1
8808,8808,2
5613,5504,1
4484,4173,1
13299,12817,1
6032,5881,1
15969,15676,3
16436,16091,1
12387,11819,1
22356,22390,1
11182,10996,2
16359,16453,1
15936,16177,14
12156,11750,1
17211,16956,1
10673,11570,3
8050,7710,7
12932,12528,1
12983,13582,2
14015,13465,2
16867,16477,1
15375,14933,1
13188,12747,3
14943,14729,1
7123,7124,1
10478,10242,1
12680,13354,1
13683,14817,1
17661,17838,1
3933,3718,1
8167,8510,1
14109,14325,5
14348,13589,1
17194,17430,1
7709,7380,1
18904,18410,1
17463,17377,1
8403,7961,1
13608,13987,2
16852,16689,2
15601,15329,1
19324,19240,1
9793,9651,3
13181,12990,5
3224,3320,3
16468,16863,2
7052,8051,1
15128,15429,3
8631,8106,3
11578,11819,6
10910,10231,3
13553,12953,1
18868,18605,3
2311,1986,1
12211,12003,3
9476,9331,3
21518,21645,1
12327,11934,3
11471,11679,1
10785,10589,3
7378,8727,1
9847,9582,1
14624,14403,1
6945,6757,5
7380,7378,7
10415,10011,1
15386,15259,3
11616,12896,1
6342,6454,5
9956,11158,2
10674,9827,1
6030,5588,1
6795,6836,2
12174,12740,1
4720,4718,1
10793,10668,1
12768,13014,1
7705,7364,8
4717,4720,2
13967,13586,1
9782,9641,4
13460,13218,1
15843,16094,1
12618,12615,4
12794,12009,1
15120,14620,2
18383,18798,1
8749,8394,2
16609,16386,1
15105,15103,1
19112,18636,1
11566,11118,1
15995,16471,1
13638,12785,1
11078,11525,3
15699,15432,7
8600,9564,2
5355,5072,2
7068,6748,1
8609,8752,5
6093,5648,1
6048,5898,2
6548,7397,1
12543,12159,1
12042,11855,3
14038,14036,1
20122,19787,1
15981,15695,2
10244,10075,8
12313,13133,2
12011,12025,1
18374,18150,1
16279,16174,4
7923,7375,1
11576,10944,1
18774,18359,1
15945,15943,2
10298,11431,1
16188,16325,1
15146,15599,1
4181,4043,2
15417,15421,3
12430,12827,2
14745,14749,1
17085,16827,1
4957,5931,1
15623,15904,1
15835,15668,4
15171,14903,1
4231,3813,1
14980,15852,1
10028,9781,1
16363,16691,1
17131,17028,1
8083,9810,2
12745,12747,4
20458,20810,1
17228,16774,1
12255,12041,1
13131,12885,1
9450,9451,2
19471,19286,1
11574,11130,1
13550,13130,1
15095,14595,1
14361,13596,1
16101,16208,1
14009,14010,1
15973,15679,1
18617,18788,2
17121,16702,1
17522,17215,3
4493,4185,1
3199,3020,1
14753,15099,3
14673,15031,1
12799,12013,3
4964,4779,1
11572,11569,6
11588,11137,1
14226,13999,1
17060,17019,1
2386,2241,1
17183,16824,1
10365,11138,1
18168,18305,1
8420,8292,2
11141,10799,3
15335,15459,1
10169,9392,1
7251,6863,1
8421,8292,17
13985,13604,1
16216,16105,4
11916,11488,2
18168,18175,3
18620,18882,8
16102,16209,11
9790,10630,2
11589,11587,6
10928,10259,1
4058,3839,3
11516,10616,2
12283,12074,2
10906,10906,1
19951,19874,1
18414,18185,1
14774,14403,4
8662,8328,1
19115,19036,1
8607,8269,2
7611,7751,4
10595,10003,1
15391,16421,1
15930,15639,2
17452,17215,1
12902,12849,1
5325,6158,1
11081,10886,3
16700,16519,8
7600,7950,1
12200,11996,1
8982,9123,1
12755,12365,1
15425,15424,5
8304,8117,2
19830,20000,1
14407,14992,4
10882,10628,1
17990,17847,1
16818,16565,1
14427,14037,3
12790,12220,2
4177,4043,1
19143,18717,1
12153,11937,1
1872,1513,2
7910,8362,1
10644,11543,1
17979,17849,1
3992,3922,1
1909,2312,1
